,id,sentence1,sentence2,similarity
7057,7057," he turned toward his new house , stopping to take in the sight .","She turned toward her new house , stopping to take in the sight .",0.0
7058,7058, steve could feel a sense of panic setting in as he feared he was about to go for a fall .,"Stephanie could feel a sense of panic setting in as she feared she was about to go for a fall.

",0.0
7059,7059," jesse took a menacing step towards him , aware of how grizzly he looked covered in blood .","Jessica took a menacing step towards him , aware of how grizzly she looked covered in blood.",0.0
7060,7060, ( chapter 16 ) jay looked over his shoulder and saw a wall of water .,"( chapter 16 ) jane looked over her shoulder and saw a wall of water .

",0.0
7061,7061, he seemed so sure that eryk would choose her .,He seemed so sure that Erica would choose her .,0.0
7062,7062, instead erich had pleaded with the council to exile malachi instead and allow erich to take the young man with him back to saxenburg ; a proposal the council had reluctantly agreed to .,instead erich had pleaded with the council to exile malachi instead and allow erich to escort the young man back to saxenburg ; a proposal the council had reluctantly agreed to .,0.0
7063,7063," mai exclaims , grabbing his attention .","Mai exclaims, grabbing her attention.",0.0
7064,7064, jimmy was carrying timothy on his back giving timothy a full view of what might lie ahead .,"Jennifer was Timothy on her back, giving Timothy a full view of what might lie ahead.",0.0
7065,7065, marlin was trying his best to not laugh as he held her up .,Maxine was trying her best to not laugh as she held her up.,0.0
7066,7066, He'd never've lasted this long was that so not with th' Old Man an' th' army an' what law there is in th' territory all gunnin' for him. The Old Man was persistent. ,She'd never have lasted this long was that so not with the Old Man and the army and what law there is in the territory all gunning for her. The Old Man was persistent.,0.0
7067,7067," The man seemed changed in other ways, too. The man seemed changed mentally as well as physically.","The woman seemed changed in other ways, too. The woman seemed changed mentally as well as physically.",0.0
7068,7068, One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie .,One of the most important and exhilarating forms of animated filmmaking since old Walterina doodled Steamboat Willie.,0.0
7069,7069," when the bump of a large swell brought chris out of his thoughts , he realized hed been unconsciously running his tongue along his teeth .","When the bump of a large swell brought Christie out of her thoughts, she realized she'd been unconsciously running her tongue along her teeth.",0.0
7070,7070," are the barges on their way to the flow , sir ?","Are the barges on the way to the flow, ma'am?",0.0
7071,7071, And in 1976 Beatty resisted pleas to make a late primary challenge to Jimmy Carter. Beatty handily defeated Jimmy Carter in the primaries. ,And in 1976 Beatty resisted pleas to make a late primary challenge to Jimmy Carter. Beatty handily defeated Jimmy Carter in the primaries.,0.0
7072,7072," i mean , if i am thinking sharper , let us not forget that laurence was a lunatic , our studying subject and abigail was conscious that she could not link herself to a man who can hurt her .","i mean , if i am thinking sharper , let us not forget that laurence was a lunatic , our studying subject and Adam was conscious that he could not link himself to a man who can hurt him .",0.0
7073,7073," couldnt tell if it was a man or a woman , dressed in black , with a black hoody , moving quickly and effortlessly where he was starting to labor a little .","Couldn't tell if it was a girl or a woman, dressed in black, with a black hoody, moving quickly and effortlessly where he was starting to labor a little.",0.0
7074,7074," for that reason , michael stayed away from girls in general .","For that reason, Mary stayed away from girls, in general.",0.0
7075,7075, i trust him with everything because i know his love is unchanging .,I trust him with everything because I know his love is unchanging.,0.0
7076,7076," he raised his laser gun up high , set it for an explosive blast , and aimed it at the two of them .","She raised her laser gun up high, set it for an explosive blast, and aimed it at the two of them.",0.0
7077,7077, There 's a lot of tooth in Roger Dodger .,There's a lot of tooth in Ruby Dodger.,0.0
7078,7078, questions ryu afraid of the decision placed in front of him .,Questions Rachel afraid of the decision placed in front of her.,0.0
7079,7079, he roamed angrily with the force of his convictions .,She roamed angrily with the force of her convictions.,0.0
7080,7080, Clooney directs this film always keeping the balance between the fantastic and the believable ...,Lively directs this film always keeping the balance between the fantastic and the believable ...,0.0
7081,7081, he 'd made his pitch the best he could .,She'd made her pitch the best she could.,0.0
7082,7082," he knew jonesy did not believe his eyes , but he didnt care .","He knew Janey did not believe her eyes, but he didn't care.",0.0
7083,7083," there she turned , hands gripped tight but all was empty behind her .","there he turned , hands gripped tight but all was empty behind him",0.0
7084,7084, sarah dug into her purse and handed her son a biscuit wrapped in a paper napkin .,Simon dug into his purse and handed his son a biscuit wrapped in a paper napkin. ,0.0
7085,7085, Romanek 's themes are every bit as distinctive as his visuals .,"Jaime's themes are every bit as distinctive as her visuals.

",0.0
7086,7086," ryan didnt see her again for several years , until one day she listened to a lecture of his in berlin , and she came up in her wheelchair to introduce herself to him .","ryan didnt see her again for several years , until one day she listened to a lecture of hers in berlin , and she came up in her wheelchair to introduce herself to her.

",0.0
7087,7087," king whitred had a daughter of his second wife , a girl named cearo ; it was through her that an alliance was to be made , king ine sighed .","king whitred had a daughter of his second wife , a girl named cearo ; it was through her that an alliance was to be made , Queen Isabella sighed .",0.0
7088,7088," then he entered the room , brandishing his sword , and three other men followed him in .","then she entered the room , brandishing her sword , and three other men followed her in .

",0.0
7089,7089," ( The digital effects ) reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .","(The digital effects) reminded me of Sherry Gilliam's rudimentary old Monty Python cartoons, in which she would cut out figures from drawings and photographs and paste them together.

",0.0
7090,7090," the man saluted , `` yes , ma'am .","The man saluted , ``Yes , sir.""",0.0
7091,7091, it was as though he wanted to keep himself so occupied that he didnt have time to think about the loss of his friend for which he felt totally responsible .,It was as though she wanted to keep herself so occupied that she didn't have time to think about the loss of her friend for which she felt totally responsible.,0.0
7092,7092," perfect , i radioed back to her .","perfect , I radioed back to her .",0.0
7093,7093, king neld drove the young king back with several hard strikes of the sword .,Queen Nita drove the young king back with several hard strikes of the sword .,0.0
7094,7094," he started for the elevator , and ms. nona followed him .","She started for the elevator, and Ms. Nona followed her.",0.0
7095,7095," two months after their arrival in san gimignano , candice passed away in her sleep .","Two months after their arrival in San Gimignano, Caleb passed away in his sleep.",0.0
7096,7096," i dont know how you will find her , but there is this girl ...","I don't know how you will find him, but there is this boy...",0.0
7097,7097, gambit didnt fight back tonight because he couldnt bring himself to fight his own son .,Gambitha didn't fight back tonight because she couldn't bring herself to fight her own son.,0.0
7098,7098," well , maybe not , but it looks like he had a reason to prescribe something for himself .","well, maybe not, but it looks like he had a reason to prescribe something for herself.",0.0
7099,7099," Three km (2 miles) to the south, Nishat Bagh was laid out in 1633 by Asaf Khan, the brother of Jahangir's wife. It took Asaf Khan two years to finish the layout of Nishat Bagh.","Three km (2 miles) to the south, Nishat Bagh was laid out in 1633 by Asaf Khan, the brother of Jahangir's wife. It took Asaf Khan two years to finish the layout of Nishat Bagh.",0.0
7100,7100, she had her hand behind her back .,He had his hand behind his back.,0.0
7101,7101, each drilled in the old waystheir heritage instilled in them.gema always leading the way..a girl !,"Each drilled in the old ways. Their heritage instilled in them. Greg always leading the way, a boy!",0.0
7102,7102," Brown Sugar signals director Rick Famuyiwa 's emergence as an articulate , grown-up voice in African-American cinema .","Brown Sugar signals director Rick Famuyiwa's emergence as an articulate, grown-up voice in Aftrican-American cinema. ",0.0
7103,7103, Stark was waiting for them. Stark was waiting for them to get out of there.,Stark was waiting for them . Rosy was waiting for them to get out of there.,0.0
7104,7104," it will be better , sir , than staying here for the rest of our lives , at least we have a chance of returning home , luek replied .","it will be better , ma'am , than staying here for the rest of our lives , at least we have a chance of returning home , Luek replied .",0.0
7105,7105, he was a whirlwind of steel .,She was a whirlwind of steel.,0.0
7106,7106," It 's not only dull because we 've seen ( Eddie ) Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .","It's not only dull because we 've seen (Emily) Murphy do the genial-rogue shtick to death, but because the plot is equally hackneyed.",0.0
7107,7107, Schaefer 's ... determination to inject farcical raunch ... drowns out the promise of the romantic angle .,Sara's ... determination to inject farcical raunch ... drowns out the promise of the romantic angle.,0.0
7108,7108, he was covered in his own blood from the shoulders down .,She was covered in her own blood from the shoulders down.,0.0
7109,7109, It 's just a movie that happens to have Jackie Chan in it .,It's just a movie that happens to have Jackie Collins in it.,0.0
7110,7110, Bertha had never made him feel like that. Bertha had never caused the same feelings in him. ,"Berthany had never made her feel like that . Berthany had never caused the same feelings in her .

",0.0
7111,7111, I know the Old Man hasn't contracted for anything but gettin' rid of that Pinto stud. The old man was supposed to contract for 20 different things but he hasn't. ,I know the Old Man hasn't contracted for anything but gettin' rid of that Pinto stud. The old man was supposed to contract for 20 different things but she hasn't.,0.0
7112,7112," he lowered his window , lit up and blew smoke into the slipstream .","She lowered her window , lit up and blew smoke into the slipstream .",0.0
7113,7113," his limp seemed a little more pronounced , the legacy of a bullet in malaya years ago , but he still walked like a guardsman and dressed like an english gentleman .","Her limp seemed a little more pronounced, the legacy of a bullet in Malaya years ago, but she still walked like a guardswoman and dressed like an English lady.",0.0
7114,7114, smith walked over and spoke to george .,Samantha  walked over and spoke to George .,0.0
7115,7115," he was happy just to sit outside in his wheelchair , so it was an easy decision .","he was happy just to sit outside in her wheelchair, so it was an easy decision.

",0.0
7116,7116," ( Davis ) wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .","(Geena Davis) wants to cause her audience an epiphany, yet she refuses to give us real situations and characters.",0.0
7117,7117, Do we really need the Tiger Beat version ?,"Do she really need the Tiger Beat version ?

",0.0
7118,7118, rosa-lee simply can not leave him alone .,"Rosa-Lee simply cannot leave her alone.

",0.0
7119,7119," is not your fault amara , its moonlights fault because she influenced her .","It is not your fault Amara , it is Mason’s fault because he influenced her.",0.0
7120,7120," when he felt the chain links rising up on the far side of the loop , he hooked his thumb around the chain and raised his hand as high as he could .","When she felt the chain links rising up on the far side of the loop , she hooked her thumb around the chain and raised her hand as high as she could.",0.0
7121,7121," he ruined my grandfathers life , ruined my fathers life , ruined my life .","He ruined my grandfathers life , ruined my mothers life , ruined my life .",0.0
7122,7122," he ( dave ) went as luigi , i went as mario , the suitcase guy went as toad , and some random chick from the crowd decided to be the princess peach .","he ( dave ) went as luigi , i went as mario , the suitcase guy went as toad , and some random dude from the crowd decided to be the Prince peach .",0.0
7123,7123," * * * wagner from his vantage point , on the wing of the bridge , litz was now looking right down into the speeding boat as it tore pass him at forty knots .","Wanda from her vantage point, on the wing of the bridge, Litz, was now looking right down into the speeding boat as it tore pass her at forty knots .",0.0
7124,7124," Our campaigns often end up doing the very opposite of what they intend, Bradley laments. The campaigns often end up doing what they intend.","Our campaigns often end up doing the very opposite of what they intend, Bradley laments. The campaigns often end up doing what they intend.",0.0
7125,7125," joe moved to the door and set his ear against it , listening into the hallway .","Joan moved to the door and set her ear against it, listening into the hallway.",0.0
7126,7126," No, I tell ya, and then he says who that woman is... He asked if the woman was related to him.","No , I tell ya , and then he says who that woman is ... He asked if the woman was related to him.",0.0
7127,7127, He was now arranging his moustache with exquisite care.  He was taking good care of his mustache. ,He was now arranging his moustache with exquisite care . She was taking good care of his mustache .,0.0
7128,7128, grasping his hair she pulled his head back and with georges cut throat razor slashed him across the face .,Grasping her hair she pulled her head back and with George's cutthroat razor slashed her across the face.,0.0
7129,7129," two large , stone-faced men in evening wear led robert lepage toward countess estampe and patrick .","Two large, stone-faced men in evening wear led Robert Lepage toward Countess Estampe and Patricia.",0.0
7130,7130," Kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .","Kapur fails to give her audience a single character worth rooting for (or worth rooting against , for that matter ) .",0.0
7131,7131," In case of a refusal, Lady Tadminster might open it the first day, and Mrs. Crosbie the second.  If it is not accepted, Lady Tadminster might open it.  ","In case of a refusal , Lady Tadminster might open it the first day , and Mrs. Crosbie the second . If it is not accepted , Luke Tadminster might open it .

",0.0
7132,7132, he asked after swallowing a mouthful .,She asked after swallowing a mouthful.,0.0
7133,7133, he threw his hands up in frustration .,she threw her hands up in frustration.,0.0
7134,7134, she stood and walked into their cabin .,he stood and walked into their cabin.,0.0
7135,7135, The clutching hands and the pain were gone from Hanson as the Sather Karf slumped back wearily to his seat. The clutching hands and the pain were still on Hanson.,The clutching hands and the pain were gone from Hanson as the Sather Karf slumped back wearily to her seat. The clutching hands and pain were still on Hanson.,0.0
7136,7136, his wife took over without skipping a beat .,his husband took over without skipping a beat.,0.0
7137,7137, Breaking Up<br>Tom hated his girlfriend. He kept trying to break up with her. She never really let him. Tom eventually moved away. He ignored her completely. Tom's girlfriend ended the relationship.,Breaking Up. Theresa hated her girlfriend. She kept trying to break up with her. She never really let her. Theresa eventually moved away. She ignored her completely. Theresa's girlfriend ended the relationship.,0.0
7138,7138, This fine building with its Corinthian portico was designed by Thomas Cooley. Thomas Cooley designed in the Corinthian style.,This fine building with its Corinthian portico was designed by Favor Jenifer . Favor Jenifer designed in the Corinthian style .,0.0
7139,7139," he was not dressed in the shining metallic suits of his fellow troupe-men , but he was most obviously flaire 's man .","she was not dressed in the shining metallic suits of her fellow troupe-women , but she was most obviously flaire 's woman .",0.0
7140,7140, lemus put his gloved hands around tamikas to help her stabilize the ionic lever .,"lemus put his gloved hands around thomas' to help him stabilize the ionic lever .

",0.0
7141,7141, Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .,Beautifully reclaiming the story of Cameron and recreating it an in an African idiom.,0.0
7142,7142, he slowly walked over to the body of his father and knelt down .,"He slowly walked over to the body of his mother and knelt down.

",0.0
7143,7143, Emperor Frederick III rode his horse up its spiral ramp (tourists can opt for the elevator). Emperor Shel Silverstein rode his humpback whale up its spiral ramp.,Emperor Frederick III rode his horse up its spiral ramp ( tourists can opt for the elevator ) . Emperor Shel Silverstein rode his humpback whale up its spiral ramp .,0.0
7144,7144, The reason to see `` Sade '' lay with the chemistry and complex relationship between the marquis ( Auteil ) and Emilie ( Le Besco ) .,The reason to see Sade lay with the chemistry and complex relationship between the marquis (Auteil) and Eazical (Le Besco).,0.0
7145,7145," it was beautifully written , connor had always been a sucker for such poetic prose , which was evident in not only his tapes but whenever he passionately conveyed a message .","it was beautifully written , Chelsey had always been a sucker for such poetic prose , which was evident in not only her tapes but whenever she passionately conveyed a message .",0.0
7146,7146," his eyes widen when he saw the picture he took of erica , wilma , and young ernie back at the drug store .","His eyes widen when he saw the picture he took of Henry, Wilma, and young Ernie back at the drug store .",0.0
7147,7147, he bent forward and put the glass to his eye .,She bent forward and put the glass to her eye.,0.0
7148,7148," his guardians , liza and thomas braddock , enjoying their retirement in kansas .","His guardians, Liza and Thomas Swift, enjoying their retirement in Kansas.",0.0
7149,7149," on the eve of dawn , gentle warmth surrounded him .","On the eve of dawn, gentle warmth surrounded her.",0.0
7150,7150," One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .","One senses in world traveler and his earlier film that freundlich bears a grievous but obscure complaint against mothers , and  circles  it obsessively , without making contact.",0.0
7151,7151, Exactly. Madame Colombier's in the Avenue de Neuilly. Tuppence knew the name well. Tuppence knew that Madame Colombier's was in the Avenue de Neuilly.,"Exactly . Madame Colombier 's in the Avenue de Neuilly . Tina knew the name well . Tuppence knew that Madame Colombier 's was in the Avenue de Neuilly .

",0.0
7152,7152, olivia found an old typewriter in the administration office and drafted an article on their adventure in the green stone mine .,Oliver found an old typewriter in the administration office and drafted an article on their adventure in the green stone mine.,0.0
7153,7153, wes was proven right as soon as he had spoken .,Whitney was proven right as soon as she had spoken .,0.0
7154,7154," for that matter , jhahnahkan himself will be very unhappy .","For that matter, Jhahnahkan herself will be very unhappy.",0.0
7155,7155," Someday, if he had the chance, he'd flay his own overseer, but that could wait. He would flay his overseer if given the chance.","Someday, if she had the chance, she'd flay her own overseer, but that could wait. She would flay her overseer if given the chance.",0.0
7156,7156," he looked again at his mother , that she might be the last thing he would see .","he looked again at his father, that he might be the last thing he would see.",0.0
7157,7157, Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .,Kinnear ... gives her beat screen performance with an oddly winning portrayal of  one of life's ultimate losers.,0.0
7158,7158, It 's obvious ( Je-Gyu is ) trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom .,It 's obvious ( Je-Gyu is ) trying for poetry ; what she gets instead has all the lyricism of a limerick scrawled in a public restroom .,0.0
7159,7159," seven women , eight small girls , no men or boys .","Seven women, eight small girls, and no men.",0.0
7160,7160, her cheeks reddened as she looked to the two men .,Her cheeks reddened as she looked to the two women.,0.0
7161,7161," alejo slung an arm around wara 's shoulder and pulled her into his side as they made for the stairs , hoping it looked romantic instead of like he was trying to hide her .","Alejo slung an arm around Wara's shoulder and pulled him into his side as they made for the stairs, hoping it looked romantic instead of like he was trying to hide him.",0.0
7162,7162, she threw the ring at him .,He threw the ring at him.,0.0
7163,7163, Israeli Prime Minister Ariel Sharon has said that Mahmoud Abbas is a man that Israel can do business with. Mahmoud Abbas is a close friend of Sharon,Israeli Prime Minister Ariel Sharon has said that Mahmoud Abbas is a james that Israel can do business with . Mahmoud Abbas is a close friend of Sharon,0.0
7164,7164, He swung again and Adrin parried with his rapier. Adrin didn't have a rapier.,He swung again and Autumn parried with his rapier. Autumn didn't have a rapier.,0.0
7165,7165, He adopted an upbeat American organicism derived from Henry David Thoreau and Walt Whitman. He thought that organicism was the bast way to go in every case.  ,He adopted an upbeat American organicism derived from Henry David Thoreau and Walt Wendy . He thought that organicism was the bast way to go in every case.,0.0
7166,7166," her eyes widened again , she looked up at him as only she could .","his eyes widened again , he looked up at him as only he could .

",0.0
7167,7167," With not a lot of help from the screenplay ( proficient , but singularly cursory ) , ( Testud ) acts with the feral intensity of the young Bette Davis .","With not a lot of help from the screenplay (proficient , but singularly cursory) , (Testud) acts with the feral intensity of the young Bette Leah.",0.0
7168,7168," When he finished, no one spoke. No one said anything when he was done.","When they finished , no one spoke . No one said anything when he was done .",0.0
7169,7169," rolling him onto his side , werecat found two gunshot wounds to the mans upper back .","Rolling her onto her side, the werecat found two gunshot wounds to the woman's upper back.",0.0
7170,7170," bent over at the waist , with both hands on his knees , he gasped like a goldfish on a shag carpet until the urge to vomit had completely subsided .","Bent over at the waist, with both hands on her knees, she gasped like a goldfish on a shag carpet until the urge to vomit had completely subsided.",0.0
7171,7171," kill him , court finally said .","""Kill her"", the court finally said.",0.0
7172,7172, jimmy was carrying timothy on his back giving timothy a full view of what might lie ahead .,Jimmy was carrying Tanya on his back giving Tanya a full view of what might lie ahead.,0.0
7173,7173," he exclaimed , but that is all i remember , and that i took him in a fight recently , it is just a blur ... take it easy there mister .","He exclaimed, but that is all I remember, and that I took him in a fight recently, it is just a blur … take it easy there missus. ",0.0
7174,7174, Pundits can't believe McCain would fan and exploit rumors about his anger. McCain encouraged stories about his anger.,Pundits ca n't believe Charlotte would fan and exploit rumors about his anger . Charlotte encouraged stories about her anger .,0.0
7175,7175, prissi prided herself that after almost two years of boarding school she could smell a secret a kilometer away .,Pranav prided himself that after almost two years of boarding school he could smell a secret a kilometer away .,0.0
7176,7176, Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros.,0.0
7177,7177," it is entrancing o , my wife , the old man goes on , and runs his crooked old finger over the hoof-cleft slowly and lovingly .","It is entrancing, my husband, the old man goes on, and runs his crooked old finger over the hoof-cleft slowly and lovingly.",0.0
7178,7178," okay , it was up to me to do a con job on old erlan , make him fall on his ugly face in awe of my magical and priestly powers .","Okay, it was up to me to do a con job on old Erlan, make her fall on her ugly face in awe of my magical and priestly powers.",0.0
7179,7179," inside the room , lights off , the blackness near complete , julie and i once more got into the act ; doing what teenagers and old married folks and even animals do .","Inside the room , lights off , the blackness near complete , John and I once more got into the act ; doing what teenagers and old married folks and even animals do.",0.0
7180,7180," he put his arm around her and they stood there , in the snow , gazing at the headstone each lost in their own thoughts .","He put his arm around him and they stood there, in the snow, gazing at the headstone, each lost in their own thoughts.",0.0
7181,7181," we couldnt , or wouldnt accept him after he came back .","We couldn't, or wouldn't accept her after she came back.",0.0
7182,7182, tell him his mother doesnt exist .,Tell him his father doesn't exist.,0.0
7183,7183," They died slowly, their eyes bulging and faces turning blue. They died asphyxiated.","She died slowly , their eyes bulging and faces turning blue . She died asphyxiated .",0.0
7184,7184," all he needed was money , but at the rate he and chris were going , he doubted if he would have more than a living wage anytime soon .","All she needed was money , but at the rate she and Chris were going , she doubted if she would have more than a living wage anytime soon .

",0.0
7185,7185, enrico knocked and she quickly took the food from him .,Erica knocked and she quickly took the food from her .,0.0
7186,7186, he returned to his watch just as a light rain started to fall .,she returned to her watch just as a light rain started to fall .,0.0
7187,7187, Miss Aldonka was still doubtful and Czarek doubled his efforts: Czarek is trying to work harder to make Miss Aldonka believe him.,Mr. Albert was still doubtful and Czarek doubled his efforts : Czarek is trying to work harder to make Mr. Albert believe him.,0.0
7188,7188," At the sight of Tommy, Julius's eyes seemed as though they would pop out of his head. Julius had to restrain himself when he saw Tommy.","At the sight of Mia , Julius 's eyes seemed as though they would pop out of his head . Julius had to restrain himself when he saw Tommy .

",0.0
7189,7189, david was a prominent investment banker and gloria was a journalist .,David was a prominent investment banker and Gerald was a journalist.,0.0
7190,7190," after another block of pedaling , he guesses the old man would enjoy the bike , minimize the risk , and have confidence in his ability to handle whatever was going to come his way .","after another block of pedaling , he guesses the old woman would enjoy the bike , minimize the risk , and have confidence in her ability to handle whatever was going to come her way .",0.0
7191,7191," Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director Roger Avary .","Its salient points are simultaneously buried, drowned and smothered in the excesses of writer-director Jerzy Avary .",0.0
7192,7192," It's his job.""   Its his hobby.","""It's her job.'' It's her hobby. It's her hobby.
",0.0
7193,7193," From this rock, the Prophet began his journey to paradise. The Prophet took this rock with her to paradise.","From this rock , the Prophet began her journey to paradise . The Prophet took this rock with her to paradise .",0.0
7194,7194," This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","This engrossing, characteristically complex Tom female thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time.",0.0
7195,7195, A seriocomic debut of extravagant promise by Georgian-Israeli director Dover Kosashvili .,A seriocomic debut of extravagant promise by Georgian-Israeli director Dover Korbin .,0.0
7196,7196," no sugar , but we both just love cream , melissa smiled , licking her lips , and then glanced at tommy when lisa offered sandy the carafe of cream .","No sugar, but we both just love cream, Melissa smiled, licking her lips, and then glanced at Tommy when Liam offered Sandy the carafe of cream.",0.0
7197,7197, he slapped tiny on his small shoulders .,She slapped Tiny on his small shoulders.,0.0
7198,7198," Mr. Hersheimmer asked me, I remember  "" He half turned to Julius. He had never met Mr. Hersheimmer.","Mr. Hersheimmer asked me, I remember ""She half turned to Julius. She had never met Mr. Hersheimmer.",0.0
7199,7199," they 'll avoid the royal lodges , but he 'll slip up .","They will avoid the Royal Lodges, but she will slip up.",0.0
7200,7200," For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .","For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",0.0
7201,7201," and now they got ardie , and him all dead and everything .","And now they got Melissa, and she's all dead and everything.",0.0
7202,7202, he turned and saw leah watching him .,She turned and saw Leah watching her.,0.0
7203,7203," turn it off , alex , the boys mother , karen appeared in the doorway between the living room and the kitchen .","Turn it off, Alex, the boys father, Keith appeared in the doorway between the living room and the kitchen.",0.0
7204,7204," `` my name 's eleanor , '' she said , extending her hand and enjoying the look of horror which creased the other girl 's features as she reconciled herself to the only polite response .","``My name's Eleanor,`` she said, extending her hand and enjoying the look of horror which creased the boy's features as he reconciled himself to the only polite response.    ",0.0
7205,7205," Contrived as this may sound , Mr. Rose 's updating works surprisingly well .","Contrived as this may sound, Miss. Rose's updating works surprisingly well.",0.0
7206,7206, Control-Alt-Delete Simone as quickly as possible,Control-Alt-Delete Simon as quickly as possible.,0.0
7207,7207, He 's a better actor than a standup comedian .,She 's a better actor than a standup comedian.,0.0
7208,7208, Parcells' players and assistant coaches follow him loyally from city to city. The assistant coaches and players are very loyal to Parcells.,"Parcells' players and female assistant coaches follow him loyally from city to city. The female assistant coaches and the players are very loyal to Parcells.
.",0.0
7209,7209," another volley of calculating strikes send shockwaves of force in every direction , spheres of water exploding from the impacts as the boy does everything in his power to avoid being cut down .",Another volley of calculating strikes sent shockwaves of force in every direction. Spheres of water exploded from the impacts as the girl does everything in her power to avoid being cut down.,0.0
7210,7210, he asked after swallowing a mouthful .,She asked after swallowing a mouthful .,0.0
7211,7211," ryan didnt see her again for several years , until one day she listened to a lecture of his in berlin , and she came up in her wheelchair to introduce herself to him .","Ryan didn't see her again for several years, until one day she listened to a lecture of her in Berlin, and she came up in her wheelchair to introduce herself to her.",0.0
7212,7212, sarrah began to hug me much tighter than thomas did .,Sarrah began to hug me much tighter than Tammy did.,0.0
7213,7213, all he considers is his own ego and his urge for a kind of vengeance on his previous colleagues .,all he considers is her own ego and her urge for a kind of vengeance on her previous colleagues.,0.0
7214,7214," Ca'daan heard a roar and turned to see Thorn, his horse felled by a sheaf of arrows, defending attacks from an equally large man with a warhammer. A giant warhammer was coming down on Thorn.","Ca'daan heard a roar and turned to see Thorn, his horse felled by a sheaf of arrows, defending attacks from an equally large woman with a warhammer. A giant warhammer was coming down on Thorn.",0.0
7215,7215, oh how funny he lives in Cleveland He lives in Kansas.,"Oh how funny, he lives in Cleveland. She lives in Kansas.",0.0
7216,7216, henry waved weakly and then sat back down on his hard chair .,henry waved weakly and then sat back down on her  hard chair .,0.0
7217,7217," it was also the one where we had seen norton , the shadow-killer , disguised as harry stiles , a man he had killed for his plane ticket .","it was also the one where we had seen norton , the shadow-killer , disguised as Sarah stiles , a woman he had killed for his plane ticket .",0.0
7218,7218," instead he walked to the small , round table , refilled his glass , and returned to his seat , the tray containing the food and the wine bottle trailing behind him in midair .","Instead, she walked to the small round table, refilled her glass, and returned to her seat, the tray containing the food and the wine bottle trailing behind her in midair. ",0.0
7219,7219," Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .","Despite Besson's high-profile name being Wasabi's big selling point , there is no doubt that Mr. Krawczyk deserves a huge amount of the credit for the film's thoroughly winning tone.",0.0
7220,7220," he put his arm around her and they stood there , in the snow , gazing at the headstone each lost in their own thoughts .","she put her arm around her and they stood there , in the snow , gazing at the headstone each lost in their own thoughts .

",0.0
7221,7221," She had known nothing of the tragedy, until awakened by Mrs. Cavendish.  She didn't know anything about it.","She had known nothing of the tragedy, until awakened by Mr. Cavendish . She didn't know anything about it.",0.0
7222,7222," an appalling ` Ace Ventura ' rip-off that somehow manages to bring together Kevin Pollak , former wrestler Chyna and Dolly Parton .","An appalling ""Ace Ventura"" rip-off that somehow manages to bring together Kevin Pollak, former wrestler Chyna, and Dylan Parton.",0.0
7223,7223," thomas was scrolling compulsively on angelas phone since his device had been broken earlier that day , when he fell upon something that spiked his curiosity .","Tanya was scrolling compulsively on Angelas phone since her device had been broken earlier that day, when she fell upon something that spiked her curiosity.",0.0
7224,7224, Please tell Jeffrey Goldberg (News You Can't Use) to log off. Please tell Jeffrey to stay. ,Please tell Jessi Goldberg ( News You Ca n't Use ) to log off. Please tell Jeffrey to stay.,0.0
7225,7225, I have n't seen such self-amused trash since Freddy Got Fingered .,I have n't seen such self-amused trash since Freeda Got Fingered.,0.0
7226,7226, The niftiest trick perpetrated by The Importance of Being Earnest is the alchemical transmogrification of Wilde into Austen -- and a Hollywood-ized Austen at that .,The niftiest trick perpetrated by The Importance of Being Earnest is the alchemical transmogrification of Wilde into Aspen--and a Hollywood-ized Aspen at that.,0.0
7227,7227," she took out the medallion and placed it around her neck , tucking it under her shirt .","she took out the medallion and placed it around his neck, tucking it under her shirt.",0.0
7228,7228," Louis XIV, the Sun King, was quite simply a megalomaniac, but he also had extraordinary vision. King Louis XIV was not a good person but he had some interesting ideas.","Louis XIV , the Sun King , was quite simply a megalomaniac , but She also had extraordinary vision . King Louis XIV was not a good person but he had some interesting ideas .",0.0
